dt,x_id,x_center,x_lo,x_hi,n,median_dx,median_lo,median_hi,ppos,ppos_lo,ppos_hi
5,6,-10.0475,-10.101,-9.994,372,0.1662367641052622,0.12517194009690694,0.2442315024223322,0.669108669108669,0.6252967608137466,0.7100362340450911
5,7,-9.9415,-9.994,-9.889,357,0.1257752100209579,0.0810935145902806,0.1845589808377141,0.6185567010309277,0.5627707482705021,0.6705594670300552
5,8,-9.834,-9.889,-9.779,322,0.0767670877913335,0.011245373034552975,0.1456200478553615,0.5628654970760234,0.5116764275256221,0.625431190175185
5,9,-9.7265,-9.779,-9.674,286,0.0568977579996836,-0.0211905625399939,0.1149285982404411,0.5374376039933444,0.47916583871501894,0.5891325175647963
5,10,-9.621500000000001,-9.674,-9.569,270,-0.0004826047897577,-0.0745943313333832,0.10861525051453093,0.4955595026642983,0.4435436506721375,0.5566498911341151
5,11,-9.5135,-9.569,-9.458,287,-0.008542404535289,-0.07561505137861146,0.041356106794625,0.48986486486486486,0.4352961562426757,0.5466977692070437
5,12,-9.3975,-9.458,-9.337,286,-0.0567929526151651,-0.1051506474941685,0.0223283832801399,0.4656616415410385,0.4064738165317635,0.5156119050863625
5,13,-9.272,-9.337,-9.207,294,-0.1012588097678985,-0.20892276211034486,-0.03883943281619249,0.41940789473684204,0.3598242000112873,0.4721829193811074
5,14,-9.136,-9.207,-9.065,343,-0.3705519046047278,-0.462707722214572,-0.2520978583132809,0.3104395604395604,0.2606121058777734,0.3595437473727217
5,15,-8.9845,-9.065,-8.904,329,-0.0944290150767184,-0.2493078909534318,-0.0443488557724798,0.40413793103448276,0.3506359038264184,0.4552497710665495
5,16,-8.812000000000001,-8.904,-8.72,389,-0.1152988618225663,-0.1915190639036232,-0.027116470528997853,0.4319460067491563,0.3823485704233176,0.48302400906002246
5,17,-8.599,-8.72,-8.478,410,-0.1319441910567409,-0.22073501961362157,-0.037997204605149416,0.43073593073593075,0.37754511151791376,0.48454648526077093
5,18,-8.301,-8.478,-8.124,371,-0.1674086648705461,-0.2334066782626909,-0.08119758863242109,0.3877551020408162,0.33936371275648824,0.44968219076547433
5,19,-7.8125,-8.124,-7.501,385,-0.1178941581016523,-0.17349045621618464,-0.034329854441486,0.39955357142857134,0.34199562970759323,0.4407110467657342
5,20,-5.2645,-7.501,-3.028,431,-0.0991292360342592,-0.17384444364238485,-0.027909362122497228,0.42274678111587977,0.38073616473616456,0.47278548559231576
