rep,model,intercept,slope,xstar,sse,tau
383,hinge_plateau_smooth,-2.595122700064257,-0.2961974841616589,-8.408863597766578,28.000782896091657,3.3761259074510543
384,hinge_plateau_smooth,-2.8456701848460324,-0.3236066009062662,-8.467120332861612,20.633742140892917,3.0901718234408126
385,hinge_plateau_smooth,-2.8989990528825693,-0.32960373663928566,-8.501808810543546,22.36864195001028,3.033946187006939
386,hinge_plateau_smooth,-2.887790090824852,-0.3280596583099438,-8.519784677099997,25.169945199292304,3.048226060929507
387,hinge_plateau_smooth,-2.5210093066489434,-0.289480787846226,-8.357711962418572,26.551702403792966,3.4544606826592106
388,hinge_plateau_smooth,-3.010003571587003,-0.34097327685064216,-8.542602466037591,26.93610520449752,2.932781152928984
389,hinge_plateau_smooth,-2.459781668792989,-0.28148042184701955,-8.370753974757646,23.841046573593943,3.5526449528467925
390,hinge_plateau_smooth,-2.9636955884357397,-0.3352981317926008,-8.54033714395706,20.678716874063113,2.982420434774601
391,hinge_plateau_smooth,-3.1688620621451076,-0.35774574407864207,-8.600905097232161,29.78710442450498,2.795281331928783
392,hinge_plateau_smooth,-2.797761001005293,-0.3185573857059577,-8.405709018506606,27.926898797235722,3.139151829061792
393,hinge_plateau_smooth,-2.7981516321428557,-0.31797331457288314,-8.504704895289109,17.363211743908685,3.1449179983648863
394,hinge_plateau_smooth,-3.0601522430704944,-0.3468788957583067,-8.528976538575018,19.715172314022304,2.8828505055457905
395,hinge_plateau_smooth,-2.834109067557992,-0.32179134515422475,-8.55953530827535,22.305608307136723,3.1076037782207306
396,hinge_plateau_smooth,-2.727806173236637,-0.3105519569801006,-8.466261778775523,21.083419243377815,3.220073090906581
397,hinge_plateau_smooth,-2.779595495626418,-0.31651787523897124,-8.471796216340683,27.032855972412783,3.159379226986783
398,hinge_plateau_smooth,-2.6962571058444453,-0.30746146485495657,-8.45850619509218,29.314373777852317,3.252440108134348
399,hinge_plateau_smooth,-3.0175210600543374,-0.3418845846022925,-8.54778150056272,19.28450935312696,2.9249637013124765
400,hinge_plateau_smooth,-2.824092677655667,-0.3203087381109875,-8.478439275460179,15.848700712030197,3.121987885492835
401,hinge_plateau_smooth,-2.7574087378222045,-0.31469213580226446,-8.387655338054689,22.362777985579147,3.1777088977792123
402,hinge_plateau_smooth,-2.5391248218486133,-0.2912365093684087,-8.324766303886427,33.09197071036837,3.4336354400368765
403,hinge_plateau_smooth,-2.7280234007051987,-0.31120815831789017,-8.426300503544587,25.132802764652453,3.213283370863719
404,hinge_plateau_smooth,-2.743669642223979,-0.31233671638779914,-8.488001419235053,28.05294452128718,3.2016728982909393
405,hinge_plateau_smooth,-3.1920846501683875,-0.3608851963115337,-8.62639091951508,28.597355561686072,2.7709643128080854
406,hinge_plateau_smooth,-2.885648062343935,-0.3277772748365869,-8.485736272762047,28.949024596284136,3.0508521388450407
407,hinge_plateau_smooth,-2.759963177050951,-0.3147075231984104,-8.490645334550548,29.095237686031403,3.1775535260068772
408,hinge_plateau_smooth,-2.5385921759198626,-0.2912141038598661,-8.401794511190104,25.013033992065477,3.433899617997917
