rep,model,intercept,slope,xstar,sse,tau
141,hinge_plateau_smooth,-8.99246367595934,-0.766002244537231,-11.216040192051336,3419.1985444112734,1.305479203398595
142,hinge_plateau_smooth,-8.994012922218865,-0.7664422953387746,-11.21495103685475,3361.3864489298635,1.3047296659926508
143,hinge_plateau_smooth,-8.974288535507272,-0.7646679786909496,-11.218469505911354,3325.517706036877,1.3077571284100584
144,hinge_plateau_smooth,-9.004105200935324,-0.7670633913160423,-11.2167096374694,3449.9409230792407,1.3036732183037845
145,hinge_plateau_smooth,-9.230973233860746,-0.7851974918715253,-11.265446837596691,3418.334193475919,1.2735649443001797
146,hinge_plateau_smooth,-8.9570434444085,-0.763438083973855,-11.214899384979676,3490.653668284922,1.3098639182300031
147,hinge_plateau_smooth,-8.92270448585828,-0.7601809263089437,-11.217907241988605,3348.6205959579092,1.3154763101667086
148,hinge_plateau_smooth,-8.978916639599708,-0.7645587855097298,-11.221348762615863,3120.2375016698356,1.3079439003938749
149,hinge_plateau_smooth,-8.98560562388805,-0.7655563951899443,-11.218657633667489,3087.4536404544983,1.3062394962449333
150,hinge_plateau_smooth,-8.955857603986491,-0.7631316556042934,-11.213210211812413,3540.6205042155098,1.3103898818194615
151,hinge_plateau_smooth,-8.910825344498226,-0.759362747911239,-11.213210211812413,3531.8080223702036,1.316893675322731
152,hinge_plateau_smooth,-9.193553076422576,-0.7820358312143658,-11.265797146271748,3335.271798807118,1.2787137878927795
153,hinge_plateau_smooth,-9.006446744471278,-0.7673521642422094,-11.218942352900362,3926.171837889931,1.303182614969933
154,hinge_plateau_smooth,-9.0040802662002,-0.767230801732279,-11.218686785223207,3966.7882453558027,1.3033887556940715
155,hinge_plateau_smooth,-9.223284102137569,-0.7846518155907833,-11.265415681845578,3516.6692772681854,1.2744506290947353
156,hinge_plateau_smooth,-9.278386172799959,-0.788994080565879,-11.270725438008393,3275.015438818493,1.2674366318221097
157,hinge_plateau_smooth,-9.232061396517137,-0.7853308118933287,-11.265797146271748,3775.2092162067675,1.2733487402450596
158,hinge_plateau_smooth,-9.198170612676213,-0.7828763473635282,-11.25713961372484,3475.633871780196,1.277340927935393
159,hinge_plateau_smooth,-8.910165461884993,-0.7593311736426276,-11.211175882913906,3349.1779222596724,1.3169484339788755
160,hinge_plateau_smooth,-8.898055550765008,-0.7583041239528118,-11.214342041236907,3527.3867189326893,1.3187321134260752
161,hinge_plateau_smooth,-9.253211120157614,-0.7870712883073013,-11.267479774956673,3109.9695316523503,1.2705329426393248
162,hinge_plateau_smooth,-8.843606753444282,-0.753621183622363,-11.214342041236907,3431.7346926265623,1.3269266068044825
163,hinge_plateau_smooth,-8.991733061039199,-0.7660325724219723,-11.219485387405381,3934.0577108719544,1.3054275183603363
164,hinge_plateau_smooth,-8.941935001130327,-0.761987633286839,-11.21446811286984,3347.825014491274,1.3123572566217288
165,hinge_plateau_smooth,-9.279862758330298,-0.7894645728986166,-11.264829530073728,3550.4239172550056,1.266681285429157
166,hinge_plateau_smooth,-9.009359197002103,-0.7676220123368317,-11.216594999532383,2900.785207230982,1.3027244971203367
167,hinge_plateau_smooth,-8.910389282197944,-0.7591578035244987,-11.216594999532383,3699.1877234022327,1.317249187662113
168,hinge_plateau_smooth,-8.954961726326163,-0.7629068024548962,-11.216738277908943,3184.7977989264023,1.3107760958247858
169,hinge_plateau_smooth,-8.918796015218241,-0.7598815760760678,-11.215065674791767,2808.385047312051,1.3159945332059153
170,hinge_plateau_smooth,-8.94415758964108,-0.762183265902758,-11.21446811286984,3806.342785064653,1.3120204086553424
171,hinge_plateau_smooth,-8.914309474648952,-0.7598775232388906,-11.213210211812413,3544.5706743657656,1.3160015521154185
172,hinge_plateau_smooth,-8.952827100279665,-0.7629150141510639,-11.211329870494062,3388.386009943078,1.3107619871824823
173,hinge_plateau_smooth,-9.014351932493467,-0.7678973439933814,-11.218657633667489,3306.8789005480785,1.3022574017505901
174,hinge_plateau_smooth,-8.960208376585017,-0.7635960666271091,-11.216040192051336,3540.365440509457,1.3095929166019857
